candidate_id,source,parent_event_id,charge,x_hit_m,slope_rad,energy_gev
891.0,signal_electron,3452.0,-1.0,-0.12775462765686604,-0.04814166168282801,0.09616527401526435
892.0,signal_electron,3461.0,1.0,0.039816798293323526,0.02541526310816127,0.1854480715487669
893.0,signal_electron,3461.0,-1.0,-0.039816798293323526,-0.02541526310816127,0.17087346811318355
894.0,signal_electron,3462.0,1.0,0.012213317403115296,0.004105002108411708,0.2234646530236418
895.0,signal_electron,3462.0,-1.0,-0.012213317403115296,-0.004105002108411708,0.1842930637140188
896.0,signal_electron,3464.0,1.0,0.09143675766352094,0.02236060469682094,0.19353478441189204
897.0,signal_electron,3464.0,-1.0,-0.09143675766352094,-0.02236060469682094,0.20804162128230458
898.0,signal_electron,3472.0,1.0,-0.08531284547862648,-0.039114786886944426,0.14031937203583925
899.0,signal_electron,3472.0,-1.0,0.08531284547862648,0.039114786886944426,0.10997681011144875
900.0,signal_electron,3482.0,1.0,0.00585070232841359,0.00198311893954748,0.18191995196729815
901.0,signal_electron,3482.0,-1.0,-0.00585070232841359,-0.00198311893954748,0.1731732890542064
902.0,signal_electron,3490.0,1.0,-0.04705224224031387,-0.02424772071135617,0.21579374054664083
903.0,signal_electron,3490.0,-1.0,0.04705224224031387,0.02424772071135617,0.2523620435656996
904.0,signal_electron,3515.0,1.0,-0.04962675079420989,-0.01576564668941202,0.21204378811020005
